user_id,article_id,ratings
11814492,3933875,1
11814492,3935982,1
6894838,4078411,5
6894838,4078260,90
11814492,3935094,1
6894838,4078287,510
6894838,4078350,3
11814542,4057371,1
11814543,3935403,1
11814543,4073376,1
11814543,4067070,1
11814529,4078236,4
11814438,4078236,7
11814529,4078213,1
11814438,4078218,5
11814438,4052263,1
11814529,4052263,1
11814529,4078350,2
11814529,4076925,6
11814438,4078409,1
11814438,4076006,1
11814529,4081137,6
11814529,4081140,6
11814529,4080700,1
11814438,4066927,4
11814529,4066927,4
11814529,4067524,1
11814438,2736335,1
11814529,2736335,1
11814438,4077982,5
11814529,4077982,1
11814529,206,1
11814438,4077326,5
11814529,4075674,5
11814529,4078254,1
11814529,4078169,3
11814438,4077029,4
11814529,4077032,4
11814438,4047817,7
11814529,4047817,6
11814438,4047835,1
11814438,4077195,1
11814529,4077195,1
11814529,4076865,1
11814438,4076766,3
11814529,4076853,1
11814438,25467301,1
5213483,4078236,1
11814498,4078412,1
11814548,3935984,51
11814498,4078489,2
11814498,4078413,1
11814498,4078287,1
11814498,4078260,1
11814457,3935857,1
11814540,4071017,6
11814540,4035499,1
11814531,4078254,1
11814531,4078412,2
11814531,4077671,1
11814549,3935984,1
11814531,4077865,1
11814549,4073376,1
11814549,4067070,1
11814531,4077884,1
11814540,3995545,2
11814540,25467325,2
11814540,4078489,1
11814457,3936046,1
11814531,4078419,4
11814531,4081260,1
11814498,4074490,1
11814457,3938927,1
5213483,4081369,1
11814540,4081369,1
6894838,4078387,14
6894838,4078408,3
6894838,4078157,2
6894838,4078489,20
6894838,4078419,2
6894838,4078413,2
6894838,4078229,1
6894838,4078218,1
6894838,4078213,1
6894838,4078159,1
6894838,4078122,1
6894838,4078114,1
6894838,4077950,2
6894838,4077908,1
6894838,4077882,1
6894838,4077884,1
6894838,4077665,1
6894838,4077519,1
6894838,4077497,1
6894838,4077317,4
6894838,4077312,3
6894838,4076923,2
6894838,4076918,1
6894838,4076914,1
6894838,4076781,1
6894838,4076688,1
6894838,4076498,1
6894838,4075861,1
6894838,4075859,9
4747296,4081372,1
11814474,4066870,1
4747296,4078411,1
11001668,4069207,3
11814521,4078489,1
11814521,4078419,1
11814521,4078159,3
11814521,4078122,1
11814521,4077974,1
11814521,4077865,1
5213483,4081372,1
4745673,4078229,1
11814516,4081372,1
11814521,4077982,1
5213483,4078218,1
11814498,4065347,3
4747296,4066870,1
5564902,171,6
11814474,171,2
11001668,171,2
11001668,4078187,1
1018346,4078489,3
6894838,4081372,24
6894838,4081369,10
6894838,4052263,20
11001668,4078093,3
1018346,4081372,63
1018346,4078221,1
9172964,171,6
11814518,171,4
11814518,4081369,2
11814516,4077950,2
11814550,3957454,1
11814550,4054625,5
8941866,171,2
8941866,3966838,2
8941866,3969071,1
8941866,3969073,1
8941866,3969078,1
8941866,3969079,1
8941866,3970061,1
8941866,3969936,1
8941866,3966941,1
8941866,3969434,3
8941866,3969435,2
8941866,3969436,1
8941866,3969437,1
8941866,3968101,1
8941866,3968106,1
8941866,3966453,1
8941866,3969954,1
11814523,4078412,1
11814523,4078387,1
11814523,4078236,1
11814523,4078221,1
11814410,171,4
11814410,4078408,1
9172964,4078412,1
7763690,3906596,1
7763690,3907564,1
7763690,3908250,1
7763690,3907774,1
7763690,3908457,1
7763690,3905485,1
7763690,3908266,1
7763690,3905431,1
7763690,3908518,1
7763690,3905281,2
7763690,3906890,10
11814556,3906890,2
11814556,3905281,1
11814556,3905845,1
7763690,3938930,1
7763690,3935989,1
7763690,3935980,1
7763690,3935921,1
7763690,3935796,1
7763690,3935785,1
7763690,3934030,1
7763690,3907889,1
7763690,3907892,1
11814518,3987087,3
11814474,4028607,1
11814474,4027759,1
8213105,214,1
8213105,4076948,3
11814516,171,1
11814474,4027593,1
7763690,3907912,1
11814504,3823766,1
13566610,4081372,3
13566610,2736335,2
13566610,4219385,4
13566610,171,2
13566610,4078188,5
13566610,4052263,4
13566610,4054625,10
11814565,3948610,1
11814565,4214828,1
11814565,4054625,6
11814565,4213293,1
11814565,4065428,1
11814565,4049000,2
11814565,3949155,1
11814565,3940216,1
11814565,2758873,2
11814565,4214861,1
11814480,4219099,1
11814480,4227035,1
11814480,4227019,1
11814516,4233993,1
11814516,4233715,1
11814518,4219099,4
11814518,4231646,2
11814518,4215876,1
11814518,4231565,1
11814518,4215875,8
11814518,4231563,1
11814518,4231564,1
11814518,4231521,6
11814518,4231485,9
1466580,4231485,3
11814466,4231563,2
11814466,4231521,3
6894838,4219099,10
6894838,4231646,9
6894838,4231564,24
6894838,171,5
6894838,4215876,16
6894838,4231565,4
11814449,171,7
6894838,4240073,7
6894838,4239814,14
6894838,4215875,5
6894838,4239681,7
6894838,4239490,5
6894838,4239415,3
6894838,4239481,6
6894838,4239128,7
6894838,4238989,2
6894838,4238827,9
6894838,4238821,3
6894838,4240547,25
6894838,4240537,18
6894838,4240499,1
6894838,4240260,6
6894838,4240082,6
6894838,4240074,11
6894838,4240086,3
6894838,4240719,1
11814575,4219099,1
11814466,4219099,1
11814466,4240777,1
11814493,0,9
11814567,4107320,1
11814567,4106187,1
11814567,4106319,1
11814520,4243556,1
11814487,4246339,2
11814487,4237727,3
11814449,4231425,1
11814449,4248684,1
11814449,4248716,1
10134017,4258952,1
10134017,4258130,2
10134017,4257328,1
10134017,4257124,1
10134017,4257052,1
10134017,4255061,2
10134017,4253940,1
10134017,4253828,1
10134017,4253442,1
10134017,4253143,1
10134017,4253141,1
10134017,4253053,1
10134017,4253050,4
10134017,4253046,1
10134017,4219099,1
10134017,4263571,2
10134017,4215876,1
10134017,4263481,1
7583652,4142206,1
11814524,4144400,1
10164565,171,1
18132776,4310546,1
18132776,4318451,2
18132776,4315033,10
18132776,4315037,2
18132776,4315040,6
18132776,4318224,2
18132776,4318408,2
18065965,4318619,1
18065965,4306823,1
18065965,4317676,1
18065970,4319376,1
18065970,4319327,1
18065970,4315777,1
18065970,4315616,1
18065970,4314522,1
18065970,4314231,3
18065970,4313978,3
18065970,4313441,1
18065970,4312815,1
18065969,4315478,2
18065969,4312398,2
18065969,4312397,1
18065969,4319491,1
18065969,4319469,1
18065969,4316349,1
18065969,4316343,1
18065969,4315777,1
18065969,4315774,2
18065969,4315751,1
18065969,4315736,1
18065969,4315671,1
18065969,4315670,2
18065970,4280533,2
18065970,4318319,1
18065969,4318224,1
18065969,4316929,1
18065969,4316926,1
18065969,4316767,1
18065970,4317084,1
18065969,4318146,1
18065970,4304322,1
18065969,4317926,2
18065972,4312398,2
18065972,4319471,1
18065972,4319446,1
18065972,4317084,1
18065972,4317527,1
18065972,4317303,1
18065976,4315440,17
18065976,4312398,10
18065965,4319469,1
18065965,4319471,1
18065965,4319446,1
18065965,4280533,2
18065965,4319414,1
18065965,4319307,1
18065965,4319127,1
18065965,4319121,1
18065965,4324824,3
13005653,4315440,2
13005653,4324824,4
13005653,4312398,1
13005653,4324681,2
13005653,4325625,2
13005653,4312397,4
13005653,4325355,6
13005653,4325472,2
13005653,4325138,9
13005653,4325037,2
13005653,4324428,1
13005653,4324058,1
13005653,4323907,1
13005653,4315478,2
13566610,4325260,1
13566610,4324833,1
13566610,4324824,4
13566610,4315440,2
13566610,4325390,1
13566610,4325625,2
13566610,4325527,1
13566610,4325311,1
13566610,4325072,1
13005653,4326738,15
13005653,4326739,2
13566610,4329124,2
13566610,4328482,2
13566610,4330348,2
13566610,4312398,2
13005653,4326752,5
13005653,4326754,3
13005653,4326756,16
18065965,4326743,2
13005653,4325328,2
13005653,4325394,1
13005653,4325538,2
18065965,4312398,1
18065965,4324681,2
18065965,4312397,2
18065965,4324158,1
18065983,4312398,1
16854504,4325527,1
16854504,4325394,2
16854504,4324428,1
18065965,4315440,21
18065983,4326741,1
18065965,4324757,12
18065965,4324948,7
18065965,4324685,18
18065965,4323058,3
18065984,4312398,6
18065965,4321820,2
1187981,4315440,1
1187981,4325625,2
18065965,4323835,1
18065965,4323832,1
18065965,4316004,13
1187981,4323835,3
1187981,4323832,9
1187981,4321011,1
18065965,4321011,3
18065965,4319325,2
18065965,4319059,2
18065965,4318850,1
1187981,4319325,1
1187981,4319059,1
1187981,4318850,1
1187981,4317801,1
16854504,26900946,2
1018346,4324681,1
1018346,4315478,1
16854504,4323553,1
1187981,4324824,1
13566610,4327621,1
13566610,4328720,1
13566610,4328047,2
13566610,4327779,1
13566610,4328568,3
1187981,4328667,2
1187981,4328570,1
1187981,4327736,1
18065965,4326326,1
13566610,4328050,1
13566610,4327737,2
18065969,4280533,1
18065969,4324681,3
18065969,4320051,2
18065969,4325887,1
18065969,4325865,1
18065969,4323814,1
18065969,4308723,1
18065969,4312405,3
18065969,4324408,3
18065969,4324179,1
18065969,4323752,1
18065969,4323221,1
18065969,4326326,1
18065969,4325625,1
18065969,4326460,4
18065969,241,11
18065969,4328785,1
18065969,4328136,2
18065969,4328346,1
18065969,4326307,1
18065969,4326305,1
18065969,4325972,1
18065969,4324613,1
18065969,4323962,1
18065969,4323107,1
18065969,4320230,1
13566610,4324681,2
13566610,4326336,1
13566610,4325909,1
13566610,4325865,1
18066017,0,2
18066037,0,5
18066044,4291320,5
18066037,4291320,5
16854504,4324681,2
16854504,4324824,4
16854504,4312398,2
16854504,4315440,1
18065969,238,8
18066044,4331948,3
18066037,4331948,3
18066037,4331635,1
18066044,4331635,1
18066037,4312398,1
18066037,4325625,1
18066046,4329238,5
18066046,4328267,4
18066046,4328266,4
18066046,4327783,4
18066046,4327782,4
18066046,4326328,4
18066048,4325625,9
18066046,4324824,1
18066046,4312398,1
18066046,4325350,2
18066046,4323897,2
18066046,4325320,2
18066046,4313203,1
18066046,4320866,3
18066048,26901143,1
18066048,26901144,2
1158844,4312398,1
1158844,4324681,1
18066046,4325837,1
18066046,4310546,1
18066046,4331948,1
18066046,4326947,1
18066046,4320808,2
18066046,4320527,1
18066046,4319611,1
18066046,4319220,1
18066046,4319204,1
18066046,4325625,3
16854504,4322104,4
18065976,241,3
18065976,0,33
18065976,4324824,3
18065965,4315478,8
18065976,238,1
18065976,4321892,1
1211428,4328863,1
1211428,4332420,13
18065978,0,99
1211428,0,9
1211428,4331104,1
1211428,4332064,1
18065978,4330743,1
18066063,0,3
18065979,4328267,1
18065979,4323676,2
18065978,4323676,1
18065978,4289282,1
18065979,4332935,1
18065978,4332935,1
18065979,4324620,1
18065978,4324620,1
18066064,4309560,1
18066038,4309560,1
18065978,4331635,1
18066064,4288560,3
18066038,4288560,3
18066064,4315492,5
18066038,4315492,5
18065979,4327658,3
18066064,4326284,1
18066038,4326284,1
18065972,4324824,1
18065972,2153390,1
18065972,2555187,1
18066064,4324272,1
18066038,4324272,1
18065972,4325625,6
18066064,4325837,2
18066038,4325837,3
18066064,4321814,1
18066038,4321814,1
18066038,4308015,1
18066038,4310759,1
18066038,4331948,1
18066064,4331948,1
18066064,4291320,4
18066038,4291320,4
18066064,4296927,1
18066038,4301068,1
18066064,4328766,3
18066038,4328766,4
18066064,4323835,1
18066038,4323835,1
18066064,4320082,6
1018346,4324824,9
18066038,4320082,6
18066064,4324775,7
18066038,4324775,5
18066037,4324775,2
18065979,4280533,1
18065978,4280533,1
18065978,4315478,2
18066060,4325355,1
18066064,4328764,1
18066038,4328764,1
18066064,4328759,1
18066038,4328759,1
18066064,4324776,1
18066038,4324776,1
18066064,3971472,1
18066038,3971472,1
18065979,2757831,2
18065979,3915847,2
18065979,4309560,1
18065978,4309560,1
18065979,3977956,1
18066064,4324158,1
18065978,2757831,1
18066038,4324158,1
18066064,4326606,1
18066038,4326606,1
18065979,2595875,2
18065978,2595875,5
18065978,4186679,2
18066064,4318260,1
18066038,4318260,1
18066064,4330743,1
18066038,4330743,1
18066064,4326561,5
18066038,4326561,4
18066064,4324687,1
18066038,4324687,1
18065979,4334529,2
18066064,4322541,1
18066038,4322541,1
18066064,4320551,1
18066038,4320551,1
18066064,4325872,1
18066038,4325872,1
18066064,4328798,4
18066038,4328798,4
18066064,4296857,4
18066038,4296857,4
18066064,4328673,4
18066038,4328673,4
18066064,4328595,4
18066038,4328595,4
18066064,4328800,4
18065972,0,4
18066038,4328800,4
18066064,4328601,4
18066038,4328601,4
18066064,4328574,4
18066038,4328574,4
18066064,4319528,4
18066038,4319528,4
18066064,4328763,4
18066038,4328763,4
18065972,241,1
18066064,4328599,4
18066038,4328599,4
18066064,4328050,4
18066038,4328050,4
18066064,4327134,4
18066038,4327134,4
18066064,4326959,1
18066038,4326959,1
18066064,4328399,4
18066038,4328399,4
18066064,4326956,4
18066038,4326956,5
18066064,4327131,1
18066038,4327131,3
18066064,4326473,4
18066038,4326473,4
18066064,4328645,4
18066038,4328645,4
18066038,4318823,1
18066064,4318823,4
18066064,4308953,4
18066038,4308953,4
16854504,241,4
18066064,4309183,4
18066038,4309183,4
1546063,4324681,1
1546063,4335442,1
18065972,4315440,2
18065972,3915847,1
18065972,2757831,2
1546063,4312398,2
1546063,4325355,2
16854504,4334354,1
18065972,4315478,2
18066051,4324824,11
18066051,4333476,4
18065969,4328605,1
18065978,4325625,3
18066038,0,14
1211428,4338031,4
18065965,825008,1
1211428,4324408,1
1211428,4325625,45
16854504,4301380,1
16854504,4334529,1
16854504,4308892,1
16854504,4315478,1
18066038,4338722,27
1158830,4309183,1
18065972,4328574,6
18065972,4327610,5
16854504,0,26
18065972,4327378,1
16854504,4332064,1
18066087,4328267,1
18066087,4309828,1
18066087,4338031,1
18066087,4337961,2
18066087,0,6
18066087,4308953,2
18066087,4305480,1
18066087,4328645,1
18065965,4328574,1
18066064,4324408,1
18065965,4327208,1
18065965,4317435,1
18065965,4310098,1
18065965,4313086,1
18065965,4313087,1
18065965,4313088,1
18065965,4313089,1
16854504,4333476,2
18065965,4309488,1
18065965,4309850,1
18065965,4309761,1
1158830,4339817,6
1158830,4339809,3
1158830,4331635,1
1158830,241,1
1158830,4325887,1
1158830,4334529,1
1158830,4325350,1
1158830,4323058,2
1158830,4319229,1
1158830,4314888,1
1158830,4314528,1
1158830,4282997,1
1158830,4324847,1
1158830,4337961,1
18065965,4338923,16
18065984,4338923,10
18065965,4287769,1
18065965,26901282,3
18065965,26901279,1
18065965,4325355,10
18066064,4338722,3
18066064,4337961,3
18066064,4321011,1
1158830,4340541,1
18065965,4323814,1
18065965,4326307,1
18065965,4325865,1
16854504,4325355,1
1158830,4323221,1
1158830,4325625,2
1018346,4341997,16
1018346,4338031,6
18065965,4326584,1
18065965,4342061,3
18066087,4342197,1
18066087,4342185,1
18066087,4342230,1
18066087,4340911,1
18065965,4342181,1
18065965,4342186,3
18065965,4339594,1
18065965,4339919,3
18065965,4339466,3
18065965,4342141,5
18065965,4341911,4
18065965,4342138,4
1158830,4342358,1
1158830,247,2
1158830,4340825,1
1158830,4339067,1
1158830,4338816,1
1158830,4335836,1
1158830,4342360,1
1158830,4342071,1
1158830,4342304,1
1158830,4342092,1
1158830,4325355,1
1158830,4280533,1
18065965,4345861,1
18065965,4345900,1
18065965,4345975,2
18065965,4345942,1
18065965,4346002,1
18065965,4345974,1
18065965,4345943,1
18065965,4345997,1
18065965,4346006,1
18065965,4345901,1
18065965,4345892,1
18065965,4345920,1
18065965,4345902,1
18065965,4345890,2
18065965,4345898,1
18065965,4345910,1
18065965,4345676,1
18065965,4345953,2
18065965,4345669,2
18065965,4346101,3
18065983,4377088,1
18065983,247,1
18065983,4353918,2
18065983,4378243,2
18065983,4328267,1
18065983,4339730,1
18065983,4367223,1
18065983,4361142,1
18065983,4356787,1
1158830,4324681,1
1158830,4308892,2
1158830,4315478,1
1158830,4324824,6
1158830,4312398,2
1158830,4312397,2
1158830,4376334,1
1158830,4377074,1
1158830,4353918,1
1158830,4343119,1
1158830,4340883,1
11646069,4324408,30
11646069,4324824,3
18066087,4399438,1
1158830,4383936,1
1018346,4009884,8
1018346,4370331,2
1018346,4362582,2
1211428,4308892,2
18065983,4325625,1
1018346,4023876,2
1018346,4372196,2
1018346,4318224,2
1018346,4370335,2
1018346,4364233,2
11646069,4325355,1
1018001,4338031,2
1158845,4324824,1
18065978,4431105,4
18065978,4431107,1
1193753,247,1
1193753,241,1
1193753,4323814,1
1193753,4431042,1
1158844,4338031,1
1158844,4337961,1
1323078,4323221,1
1323078,4280533,1
1302331,4446640,5
18065976,4450245,8
18065976,4450231,9
18065976,4450190,6
18065976,4450411,7
18065976,4450450,2
18065976,4450594,1
18065976,4450759,11
1158844,4450245,2
18065976,4451001,3
18065976,4450995,2
18066051,243,2
18065976,243,2
18065976,4323058,1
18575367,4451441,1
15221754,4450245,2
1158844,4450190,1
1211428,4450231,3
1158844,4454832,1
1421713,4459279,1
1421713,4458633,2
1421713,4454832,1
1421713,4455518,1
1421713,4457772,2
1421713,4458477,2
1158844,4455518,1
18066129,4410091,1
1302331,4280533,1
1302331,4325625,1
18575367,4323221,1
6343449,4473126,1
6343449,4328645,1
6343449,4380818,1
6343449,4376232,1
6343449,4379645,1
6343449,4379232,1
6343449,4378283,1
6343449,4380917,1
6343449,4379738,1
6343449,4379062,1
6343449,4381215,1
6343449,4380898,1
6343449,4379236,1
6343449,4377471,1
6343449,4380264,1
6343449,4379701,1
6343449,4379392,1
6343449,4380425,1
6343449,4383579,1
6343449,4377757,1
6343449,4324774,1
6343449,4385856,1
6343449,4324776,1
6343449,4385561,1
6343449,4453724,1
6343449,4453462,1
6343449,4457286,1
6343449,4386739,2
6343449,4474240,1
6343449,4471990,1
6343449,4467886,1
6343449,4461251,1
6343449,4456604,1
6343449,4385625,1
6343449,4460012,1
6343449,4386056,1
6343449,4456893,1
6343449,4465630,1
6343449,4387054,1
6343449,4464351,1
6343449,4464282,1
6343449,4463833,1
6343449,4462970,1
6343449,4456742,1
6343449,4453925,1
6343449,4455351,1
6343449,4456248,1
6343449,4454275,1
6343449,4450995,1
6343449,4452325,1
6343449,4454797,1
6343449,4452380,1
6343449,4439939,1
6343449,4462915,1
6343449,4451440,1
6343449,4461952,1
6343449,4451120,1
6343449,4460997,1
6343449,4450282,1
6343449,4449589,1
6343449,4446640,1
6343449,4447066,1
18065976,250,8
18065978,250,10
18065978,4485964,1
18065978,4485981,1
18065976,4485994,1
18065976,4485082,1
18065976,4472055,1
18065976,4485483,2
18065976,4305373,1
18066154,4325625,3
18066154,0,1
18066154,4325355,1
18066153,4325625,1
18066153,4315478,5
18066153,4244875,4
18066155,4500254,4
18066155,0,2
1161029,4324824,2
18066051,4325625,1
16867276,4325625,1
18065983,4324824,2
11814408,2758886,3
11814438,2759523,7
1546063,2759651,5
1546063,2723447,3
1466580,2759651,3
1466580,2759649,3
11814408,2759651,3
11814439,2759649,7
1546063,2759678,6
1559094,2759758,3
1559094,2759759,3
1559094,2759760,3
11814405,4078254,3
11814536,4065370,3
11814405,4077030,3
11814405,4060227,3
11814438,4061463,3
11814543,4077865,5
11814438,4076925,5
11814438,4081138,5
11814556,4051294,5
7763690,4050947,37
11646069,4078189,3
18065965,4288572,9
16854504,4214791,5
13005653,4321351,3
18065969,4315673,6
18065969,4247933,6
18065969,0,66
16854504,170722,3
16854504,4238416,3
18065965,4326549,13
18065965,4326802,3
18065965,4326813,7
18065965,4320050,8
18065965,0,9
18065965,4324423,7
18065965,4325835,9
18065965,4326786,3
18065965,4326790,9
18065965,4326788,3
18065965,4326787,3
16854504,4326791,3
16854504,4326790,9
18065965,4134798,3
1161029,4326786,3
1018346,4326786,9
1018346,4326788,3
1018346,4326790,3
11174166,4326786,12
11174166,4326791,3
1018346,4326795,6
18066017,4329238,3
18066017,4329250,3
18066017,4304760,3
18066017,4328515,3
1161029,4329240,3
1161029,4329238,3
1161029,4329242,3
18066043,4331948,3
18065965,4331948,5
18065969,4321892,15
18066046,4329239,3
18065965,4332898,3
1211428,4328515,39
1211428,4323676,9
1211428,4331948,6
1018346,0,9
1018346,4326284,6
1158830,4328515,3
1158830,4312033,15
18066074,4338923,3
18066074,4326284,3
1211428,4310771,12
1158830,4324283,6
1211428,4331894,3
1211428,4313469,3
1018346,3035621,33
18065983,4324289,3
18065983,4408001,6
11646069,4411847,3
1018346,4435570,9
1211428,4450245,3
18066153,4497630,3
11814550,4054536,8
11814550,4081723,2
7763690,0,14
18065965,4326716,2
18065965,4326681,2
18065965,4326213,6
18065965,4280757,4
18065965,4280763,2
1187981,4326791,2
18065965,4324237,4
18065965,4326284,6
1187981,0,2
1187981,4321742,4
18065965,4291325,2
1187981,4291320,2
1187981,4308630,6
1187981,4312397,4
1161029,51793,4
18066017,4331219,2
18065976,4328656,2
18065969,4316758,2
18065969,4306863,2
18065969,4306862,2
16854504,4328515,2
18065965,4338722,2
16854504,4331635,4
18066074,4323718,12
18066091,4326284,2
18066091,4319610,4
18066087,4341124,4
16854504,4341124,2
18065965,4341124,6
18065978,4323677,2
16854504,4338757,2
18065965,4339822,4
18066073,4331635,4
18066051,4339533,2
18066051,4331635,2
18065983,4377487,2
18066087,4399042,6
1302331,4339822,2
1158844,4331219,2
11814543,4081204,2
11814438,4077892,2
11814438,4081140,2
11814549,0,2
11814549,4081258,2
11814549,4081337,2
11814549,4071928,6
11814549,4078489,2
11814457,4081369,2
11814521,4081799,2
7763690,4051302,6
7763690,4050794,12
11814565,4216748,10
11814565,4222830,20
18065965,4326814,2
18065965,4302035,2
18065979,2991024,2
18065965,4346308,2
2160477,2758909,2
1559094,2759651,18
1546063,2759649,14
11814439,2758909,2
1552722,2758909,4
11814408,2758860,2
1559094,2759678,10
2160477,2759649,4
1466580,2759450,2
3603361,2759738,2
11814458,2760699,2
11814458,2760176,2
11814438,4075674,2
11814538,4078261,2
11814529,99,12
11814540,3935684,8
11814540,3936480,6
18066155,4500467,2
